"","Timepoint","Mouse"
"MOUSE_CELL_8154","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8155","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8160","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8161","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8162","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8164","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8168","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8175","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8176","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8179","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8189","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8190","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8191","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8192","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8193","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8196","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8203","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8208","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8209","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8211","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8214","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8219","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8225","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8229","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8230","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8232","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8235","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8237","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8240","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8243","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8249","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8250","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8257","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8262","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8264","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8266","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8268","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8272","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8274","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8277","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8280","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8283","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8288","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8294","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8297","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8299","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8301","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8305","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8307","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8311","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8316","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8320","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8321","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8323","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8333","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8341","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8342","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8344","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8345","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8349","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8351","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8355","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8361","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8363","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8367","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8370","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8371","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8373","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8375","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8376","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8382","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8385","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8388","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8389","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8391","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8392","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8407","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8408","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8410","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8417","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8419","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8420","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8429","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8447","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8448","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8449","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8456","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8460","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8461","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8462","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8465","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8467","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8470","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8471","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8472","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8474","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8478","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8479","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8480","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8483","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8485","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8486","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8490","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8496","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8499","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8504","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8510","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8514","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8518","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8520","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8521","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8524","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8527","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8534","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8538","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8541","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8547","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8549","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8551","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8556","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8557","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8558","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8560","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8566","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8569","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8571","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8575","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8576","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8579","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8582","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8583","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8591","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8596","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8597","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8598","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8599","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8600","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8603","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8609","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8611","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8615","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8616","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8624","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8625","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8627","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8638","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8640","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8643","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8645","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8646","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8647","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8650","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8652","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8654","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8656","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8657","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8664","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8666","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8667","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8673","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8682","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8688","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8690","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8695","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8698","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8699","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8703","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8712","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8714","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8715","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8719","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8720","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8730","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8738","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8741","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8742","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8743","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8745","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8748","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8751","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8752","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8759","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8762","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8763","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8764","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8765","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8771","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8772","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8777","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8784","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8785","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8786","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8788","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8795","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8798","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8800","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8802","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8803","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8811","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8814","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8815","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8816","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8817","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8820","24hpi","24hpi_mouse_id_59"
"MOUSE_CELL_8827","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8843","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8869","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8887","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8888","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8889","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8893","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8895","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8901","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8905","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8911","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8916","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8920","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8926","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8927","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8940","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8952","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8960","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8962","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8976","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8979","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8985","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8990","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_8992","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9006","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9021","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9027","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9033","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9034","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9044","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9050","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9060","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9063","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9074","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9081","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9082","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9084","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9095","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9101","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9104","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9112","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9114","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9116","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9121","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9124","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9136","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9144","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9152","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9156","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9162","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9168","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9173","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9177","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9179","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9181","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9182","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9185","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9191","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9192","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9203","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9206","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9207","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9219","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9222","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9224","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9229","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9236","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9237","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9238","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9246","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9254","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9256","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9267","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9272","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9277","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9283","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9290","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9299","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9300","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9302","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9313","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9316","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9328","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9329","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9331","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9332","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9335","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9339","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9343","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9349","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9356","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9357","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9360","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9367","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9369","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9375","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9378","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9386","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9392","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9397","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9406","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9417","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9420","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9423","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9427","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9429","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9433","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9435","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9440","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9442","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9444","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9453","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9462","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9467","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9471","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9472","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9489","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9490","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9492","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9501","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9503","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9509","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9511","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9513","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9516","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9520","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9526","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9528","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9534","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9535","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9537","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9542","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9551","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9555","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9559","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9562","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9564","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9567","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9569","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9570","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9580","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9583","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9585","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9590","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9591","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9595","uninjured","uninjured_mouse_id_55"
"MOUSE_CELL_9597","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9600","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9603","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9605","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9607","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9612","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9617","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9623","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9624","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9627","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9629","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9630","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9633","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9636","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9646","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9649","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9650","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9651","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9655","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9656","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9657","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9661","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9663","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9665","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9666","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9671","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9672","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9675","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9676","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9677","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9681","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9682","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9683","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9684","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9687","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9688","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9692","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9695","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9696","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9697","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9700","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9703","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9707","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9708","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9709","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9711","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9717","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9721","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9723","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9730","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9736","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9737","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9739","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9742","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9743","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9744","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9745","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9749","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9752","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9758","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9759","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9762","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9765","1wkpi","1wkpi_mouse_id_67"
